"Year","Make","Name","Kilometers_Driven","TransmissionManual","Fuel_econ_kmpl","Engine_cc","Power_bhp","Seats","Owner_TypeSecond","Owner_TypeThird","Owner_TypeFourth & Above","Fuel_TypeDiesel","Fuel_TypeElectric","Fuel_TypePetrol","Price_lakh"
2016,"Audi","Audi Q7 35 TDI Quattro Premium Plus",72132,0,12.07,2967,241.4,7,1,0,0,1,0,0,39
2009,"BMW","BMW 5 Series 2003-2012 520d",79000,0,18.48,1995,177,5,0,0,0,1,0,0,15
2013,"Hyundai","Hyundai Verna 1.6 SX VTVT (O)",66930,1,17.1,1591,121.3,5,0,0,0,0,0,1,6.15
2015,"Hyundai","Hyundai Santa Fe 4WD AT",1e+05,0,13.01,2199,194.3,7,1,0,0,1,0,0,14.5
2012,"Hyundai","Hyundai Santro GLS II - Euro II",43000,1,0,1497,98.6,5,0,0,0,0,0,1,3.25
2018,"Maruti","Maruti Wagon R AMT VXI",27413,0,20.51,998,67,5,0,0,0,0,0,1,5.18
2007,"Maruti","Maruti Wagon R LX BSIII",90000,1,17.3,1061,64,5,1,0,0,0,0,1,1.24
2013,"Hyundai","Hyundai i20 Sportz 1.2",40300,1,18.5,1197,82.85,5,0,0,0,0,0,1,2.8
2011,"Skoda","Skoda Superb Elegance 1.8 TSI AT",73783,0,13.7,1798,157.75,5,1,0,0,0,0,1,5.23
2005,"Hyundai","Hyundai Getz GLS",86000,1,15.3,1341,83,5,1,0,0,0,0,1,0.45
2014,"Maruti","Maruti Wagon R LXI BS IV",65694,1,18.9,998,67.1,5,0,0,0,0,0,1,3.25
2015,"Maruti","Maruti Omni MPI CARGO BSIV",23000,1,16.8,796,34.2,5,0,0,0,0,0,1,1.5
2012,"Hyundai","Hyundai i10 Magna 1.2",51000,1,20.36,1197,78.9,5,0,0,0,0,0,1,2.85
2018,"Renault","Renault KWID 1.0 RXT Optional",18335,1,21.7,999,67,5,0,0,0,0,0,1,4.5
2014,"Mercedes-Benz","Mercedes-Benz B Class 2012-2015 B200 Sport CDI",36000,0,15,2147,107.3,5,0,0,0,1,0,0,16.25
2017,"Volkswagen","Volkswagen Polo GT TSI",25000,0,17.21,1197,103.5,5,0,0,0,0,0,1,7.75
2007,"Mahindra","Mahindra Scorpio VLX 4WD",81000,1,12.05,2179,120,8,0,1,0,1,0,0,4.35
2019,"Toyota","Toyota Fortuner 2.8 2WD AT",21719,0,12.9,2755,174.5,7,0,0,0,1,0,0,33.13
2013,"Chevrolet","Chevrolet Beat Diesel LT",75421,1,25.44,936,56.3,5,0,0,0,1,0,0,3.63
2010,"Toyota","Toyota Innova 2.5 G4 Diesel 8-seater",80000,1,12.8,2494,102,8,0,0,0,1,0,0,4.75
2018,"Maruti","Maruti Swift Dzire VXI",10671,1,20.85,1197,83.14,5,0,0,0,0,0,1,6.51
2018,"Renault","Renault KWID Climber 1.0 MT",4126,1,21.7,999,67,5,0,0,0,0,0,1,4.8
2017,"Tata","Tata Bolt Quadrajet XM",98500,1,22.95,1248,74,5,0,0,0,1,0,0,6
2016,"Hyundai","Hyundai Grand i10 Asta",61578,1,18.9,1197,82,5,0,0,0,0,0,1,6.4
2014,"Volkswagen","Volkswagen Vento 1.5 TDI Highline",54000,1,20.34,1498,103.2,5,0,0,0,1,0,0,4.9
2013,"Audi","Audi A6 2011-2015 2.0 TDI",70998,0,17.68,1968,174.33,5,0,0,0,1,0,0,20.57
2015,"Maruti","Maruti Swift Dzire Ldi BSIV",40082,1,19.3,1248,73.9,5,0,0,0,1,0,0,4.76
2012,"Chevrolet","Chevrolet Spark 1.0 LT",50619,1,18,995,62,5,0,0,0,0,0,1,2
2009,"BMW","BMW 3 Series 320d",103905,0,22.69,1995,190,5,0,0,0,1,0,0,9.92
2018,"Hyundai","Hyundai EON Era Plus",15334,1,21.1,814,55.2,5,0,0,0,0,0,1,3.69
2013,"Maruti","Maruti Swift Dzire VDI",69000,1,23.4,1248,74,5,0,0,0,1,0,0,5.75
2014,"Volkswagen","Volkswagen CrossPolo 1.5 TDI",75160,1,20.14,1498,88.5,5,0,0,0,1,0,0,5.7
2014,"Honda","Honda Amaze E i-Vtech",44753,1,18,1198,86.7,5,0,0,0,0,0,1,4.94
2012,"Volkswagen","Volkswagen Vento Petrol Highline AT",53024,0,14.4,1598,103.6,5,0,0,0,0,0,1,4.29
2014,"Maruti","Maruti Wagon R Stingray VXI",23840,1,20.51,998,67.04,5,0,0,0,0,0,1,3
2014,"Volkswagen","Volkswagen Polo 1.5 TDI Highline",81298,1,20.14,1498,88.8,5,0,0,0,1,0,0,6.5
2015,"Volkswagen","Volkswagen Polo Petrol Comfortline 1.2L",59000,1,16.47,1198,73.9,5,1,0,0,0,0,1,4.9
2016,"Honda","Honda Amaze SX i-DTEC",51806,1,25.8,1498,98.6,5,0,0,0,1,0,0,5.4
2014,"Audi","Audi A6 35 TDI Matrix",56000,0,18.53,1968,187.74,5,0,0,0,1,0,0,24
2019,"Tata","Tata Tigor 1.05 Revotorq XZ Option",29279,1,24.7,1047,69,5,0,0,0,1,0,0,7.46
2017,"Volkswagen","Volkswagen Vento 1.5 TDI Highline AT",33550,0,21.5,1498,108.5,5,0,0,0,1,0,0,9.6
2014,"Audi","Audi A6 35 TDI Matrix",62000,0,18.53,1968,187.74,5,0,0,0,1,0,0,25
2014,"Nissan","Nissan Terrano XL 110 PS",66000,1,19.01,1461,108.5,5,0,0,0,1,0,0,6.8
2016,"Skoda","Skoda Rapid 1.5 TDI AT Elegance",46630,0,21.66,1498,103.52,5,0,0,0,1,0,0,8.59
2016,"Ford","Ford Figo Aspire 1.5 TDCi Trend",72566,1,25.83,1498,99,5,0,0,0,1,0,0,5.29
2011,"Tata","Tata Venture EX",51482,1,15.42,1405,70,8,0,0,0,1,0,0,2.5
2011,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI BE Avantgare",90000,0,14.84,2143,167.62,5,0,0,0,1,0,0,13.9
2014,"Toyota","Toyota Fortuner 4x2 Manual",69000,1,13,2982,168.5,7,1,0,0,1,0,0,20
2011,"Honda","Honda City 1.5 V MT",90000,1,17,1497,118,5,1,0,0,0,0,1,3.4
2015,"Hyundai","Hyundai i20 Asta Option 1.2",39000,1,18.6,1197,81.83,5,0,0,0,0,0,1,5.5
2012,"Volkswagen","Volkswagen Vento Diesel Trendline",110000,1,20.54,1598,103.6,5,1,0,0,1,0,0,3.65
2011,"Ford","Ford Endeavour 2.5L 4X2 MT",68022,1,13.1,2499,141,7,0,0,0,1,0,0,5.86
2018,"Ford","Ford EcoSport 1.5 Petrol Titanium Plus AT",27852,0,14.8,1497,121.36,5,0,0,0,0,0,1,10.44
2011,"Hyundai","Hyundai i20 Sportz Diesel",68439,1,23,1396,90,5,0,0,0,1,0,0,3.37
2011,"Toyota","Toyota Innova 2.5 VX (Diesel) 8 Seater",150000,1,12.99,2494,100.6,8,0,0,0,1,0,0,6.95
2018,"Tata","Tata Nexon 1.5 Revotorq XZ Plus Dual Tone",14000,1,21.5,1497,108.5,5,0,0,0,1,0,0,9.9
2012,"Ford","Ford Figo Diesel Titanium",71558,1,20,1399,68.05,5,0,0,0,1,0,0,3.3
2013,"Porsche","Porsche Panamera Diesel",48000,0,17.85,2967,300,4,1,0,0,1,0,0,50.5
2015,"Hyundai","Hyundai Creta 1.6 CRDi AT SX Plus",65800,0,17.01,1582,126.2,5,0,0,0,1,0,0,12.5
2014,"Audi","Audi A4 2.0 TDI Multitronic",53000,0,16.55,1968,140,5,0,0,0,1,0,0,20.5
2017,"Mahindra","Mahindra XUV500 W8 4WD",14600,1,16,2179,140,7,0,0,0,1,0,0,14.5
2017,"Isuzu","Isuzu MUX 4WD",34429,0,13.8,2999,174.57,7,0,0,0,1,0,0,20
2014,"Maruti","Maruti Swift Dzire VDI",52000,1,23.4,1248,74,5,0,0,0,1,0,0,5.25
2015,"Maruti","Maruti Ciaz ZXi",25470,1,20.73,1373,91.1,5,0,0,0,0,0,1,5.9
2013,"Hyundai","Hyundai EON Era Plus",22000,1,21.1,814,55.2,5,0,0,0,0,0,1,2.6
2007,"Mercedes-Benz","Mercedes-Benz E-Class 280 CDI",75000,0,11,2987,198.5,5,0,0,0,1,0,0,11
2011,"BMW","BMW 5 Series 2003-2012 520d",95995,0,18.48,1995,177,5,0,0,0,1,0,0,15.5
2017,"Hyundai","Hyundai Grand i10 1.2 CRDi Sportz Option",26877,1,24,1186,73.97,5,0,0,0,1,0,0,5.75
2015,"Jaguar","Jaguar XJ 3.0L Portfolio",26000,0,14.47,2993,301.73,5,0,0,0,1,0,0,75
2007,"Maruti","Maruti Swift Ldi BSIII",140000,1,17.8,1248,75,5,1,0,0,1,0,0,2
2008,"Hyundai","Hyundai Santro Xing GLS",95291,1,17.92,1086,62.1,5,0,0,0,0,0,1,2.3
2009,"Toyota","Toyota Innova 2.5 V Diesel 8-seater",135000,1,12.8,2494,102,8,1,0,0,1,0,0,8.2
2015,"Hyundai","Hyundai i20 Sportz 1.2",32000,1,18.6,1197,81.83,5,0,0,0,0,0,1,4.8
2008,"Mercedes-Benz","Mercedes-Benz E-Class 280 CDI",68333,0,11,2987,198.5,5,1,0,0,1,0,0,8.5
2011,"Ford","Ford Figo Diesel ZXI",72000,1,20,1399,68,5,0,0,0,1,0,0,2.9
2012,"Toyota","Toyota Corolla Altis 1.4 DG",52100,1,21.43,1364,86.79,5,0,0,0,1,0,0,6.5
2018,"Hyundai","Hyundai Grand i10 1.2 Kappa Sportz",10000,1,18.9,1197,81.86,5,0,0,0,0,0,1,5.85
2019,"Jeep","Jeep Compass 2.0 Limited 4X4",6261,1,16.3,1956,170,5,0,0,0,1,0,0,23.91
2019,"Maruti","Maruti Ignis 1.2 AMT Alpha",3906,0,20.89,1197,81.8,5,0,0,0,0,0,1,7.36
2014,"Toyota","Toyota Fortuner 3.0 Diesel",55960,1,11.5,2982,171,7,0,0,0,1,0,0,17.25
2013,"Volkswagen","Volkswagen Vento Diesel Highline",144000,1,20.54,1598,103.6,5,0,0,0,1,0,0,7
2017,"Toyota","Toyota Innova Crysta 2.4 VX MT",38000,1,13.68,2393,147.8,7,0,0,0,1,0,0,17.65
2013,"Ford","Ford Figo Diesel Celebration Edition",51000,1,20,1399,68.1,5,0,0,0,1,0,0,2.5
2015,"Toyota","Toyota Platinum Etios 1.4 GXD",150000,1,23.59,1364,67.05,5,0,0,0,1,0,0,6
2018,"Mahindra","Mahindra Thar DI 4X4",2500,1,18.06,2523,63,7,0,0,0,1,0,0,8.25
2018,"Land","Land Rover Range Rover HSE Dynamic",41661,0,12.7,2179,187.7,5,0,0,0,1,0,0,44.83
2011,"BMW","BMW 3 Series 320d Highline",64000,0,16.07,1995,181,5,0,0,0,1,0,0,10.5
2008,"Hyundai","Hyundai Accent GLS",80000,1,13.2,1495,94,5,1,0,0,0,0,1,1.9
2016,"Maruti","Maruti Celerio ZXI AT",30000,0,23.1,998,67.04,5,1,0,0,0,0,1,4.25
2014,"Jaguar","Jaguar XF 2.2 Litre Luxury",43000,0,16.36,2179,187.7,5,1,0,0,1,0,0,26.5
2013,"Audi","Audi A6 2.7 TDI",90000,0,12.4,2698,179.5,5,1,0,0,1,0,0,22.5
2011,"Nissan","Nissan Micra Diesel XV",123880,1,23.08,1461,63.1,5,0,0,0,1,0,0,3.3
2015,"Honda","Honda Amaze S i-Vtech",42000,1,18,1198,86.7,5,1,0,0,0,0,1,4.3
2012,"Renault","Renault Duster 85PS Diesel RxL Option",79824,1,19.87,1461,83.8,5,0,0,0,1,0,0,5.25
2015,"Toyota","Toyota Innova 2.5 G (Diesel) 8 Seater",75000,1,12.99,2494,100.6,8,0,0,0,1,0,0,11.75
2014,"Honda","Honda Amaze E i-Vtech",72411,1,18,1198,86.7,5,0,0,0,0,0,1,4.25
2012,"Mercedes-Benz","Mercedes-Benz New C-Class C 250 CDI Elegance",63000,0,14.94,2143,204,5,0,0,0,1,0,0,14.22
2015,"Toyota","Toyota Etios Liva G",53713,1,17.71,1197,78.9,5,0,0,0,0,0,1,4.2
2017,"Toyota","Toyota Innova Crysta 2.8 GX AT 8S",18000,0,11.36,2755,171.5,8,0,0,0,1,0,0,18.25
2013,"Mercedes-Benz","Mercedes-Benz New C-Class 200 CDI Elegance",51000,1,15.8,2148,170,5,0,0,0,1,0,0,18.5
2008,"Maruti","Maruti Swift VXI BSIII",86700,1,16.1,1298,88.2,5,1,0,0,0,0,1,2.4
2016,"Maruti","Maruti Baleno Alpha 1.3",29000,1,27.39,1248,74,5,0,0,0,1,0,0,6.5
2015,"Maruti","Maruti Celerio VXI AT",33000,0,23.1,998,67.04,5,0,0,0,0,0,1,3.99
2014,"Ford","Ford Ecosport 1.5 DV5 MT Ambiente",64394,1,22.7,1498,89.84,5,0,0,0,1,0,0,5.45
2010,"Tata","Tata Manza Aura Quadrajet",76000,1,18.8,1248,90,5,0,0,0,1,0,0,2.7
2016,"Honda","Honda Jazz 1.5 SV i DTEC",48719,1,27.3,1498,98.6,5,0,0,0,1,0,0,6.25
2016,"Mahindra","Mahindra XUV500 W8 2WD",59711,1,15.1,2179,140,7,0,0,0,1,0,0,13.28
2012,"Nissan","Nissan Micra Diesel XV Premium",83000,1,23.08,1461,63.1,5,0,0,0,1,0,0,3.7
2018,"Mercedes-Benz","Mercedes-Benz New C-Class C 220d Avantgarde Edition C",10714,0,19.27,2143,167.62,5,0,0,0,1,0,0,39.51
2010,"Tata","Tata Manza Aura Plus Quadrajet BS IV",127510,1,19,1248,90,5,1,0,0,1,0,0,1.4
2014,"Maruti","Maruti Swift VDI",35010,1,22.9,1248,74,5,0,0,0,1,0,0,3.5
2012,"Maruti","Maruti Swift Dzire 1.2 Lxi BSIV",75451,1,17.5,1197,85.8,5,0,0,0,0,0,1,3.78
2015,"Tata","Tata Indigo eCS LS (TDI) BS-III",83000,1,19.09,1405,69.01,5,0,0,0,1,0,0,2.7
2013,"Honda","Honda Amaze S i-Dtech",38755,1,25.8,1498,98.6,5,0,0,0,1,0,0,3.2
2016,"Maruti","Maruti Swift VXI BSIV",30000,1,20.4,1197,81.8,5,0,0,0,0,0,1,5
2012,"Maruti","Maruti Ertiga ZDI",40000,1,20.77,1248,88.8,7,0,0,0,1,0,0,7
2014,"Hyundai","Hyundai Grand i10 Era",19500,1,18.9,1197,82,5,1,0,0,0,0,1,2.85
2016,"Nissan","Nissan Micra Active XV",41000,1,19.69,1198,67.04,5,0,0,0,0,0,1,4.25
2014,"Hyundai","Hyundai Grand i10 Asta Option",30000,1,18.9,1197,82,5,1,0,0,0,0,1,4.9
2017,"Jeep","Jeep Compass 2.0 Sport",37000,1,17.1,1956,170,5,0,0,0,1,0,0,16.9
2014,"Volkswagen","Volkswagen Polo Diesel Comfortline 1.2L",62000,1,22.07,1199,73.9,5,1,0,0,1,0,0,4.25
2015,"Honda","Honda Amaze S AT i-Vtech",42023,0,15.5,1198,86.7,5,0,0,0,0,0,1,4.34
2012,"BMW","BMW X3 xDrive20d Advantage Edition",51001,0,16.09,1995,184,5,0,0,0,1,0,0,17
2017,"BMW","BMW 3 Series 320d Luxury Line",55389,0,18.88,1995,184,5,0,0,0,1,0,0,28.45
2014,"Honda","Honda City V AT",46728,0,15.6,1497,116.3,5,0,0,0,0,0,1,6.15
2014,"Mahindra","Mahindra Ssangyong Rexton RX5",58995,1,12.83,2696,162,7,0,0,0,1,0,0,9.25
2015,"Maruti","Maruti Swift Dzire LDI",37857,1,26.59,1248,74,5,0,0,0,1,0,0,4.85
2014,"Maruti","Maruti Swift VDI BSIV",71000,1,25.2,1248,74,5,0,0,0,1,0,0,4.8
2012,"Honda","Honda Brio S Option MT",49024,1,18.4,1198,86.8,5,0,0,0,0,0,1,2.3
2016,"Hyundai","Hyundai Grand i10 Sportz",10770,1,18.9,1197,82,5,0,0,0,0,0,1,4.75
2017,"Tata","Tata Zest Quadrajet 1.3 75PS XM",72000,1,22.95,1248,74,5,0,0,0,1,0,0,5
2015,"Hyundai","Hyundai EON Era Plus",91000,1,21.1,814,55.2,5,0,0,0,0,0,1,2.5
2017,"Hyundai","Hyundai i20 1.2 Spotz",14000,1,18.6,1197,81.83,5,0,0,0,0,0,1,5.95
2014,"Volvo","Volvo S60 D4 KINETIC",48000,0,9,1984,181,5,1,0,0,1,0,0,16
2014,"Ford","Ford Ecosport 1.5 DV5 MT Titanium Optional",75136,1,22.7,1498,89.84,5,0,0,0,1,0,0,6.15
2014,"Maruti","Maruti Ritz VXI",32500,1,21.1,1197,85.8,5,1,0,0,0,0,1,4.05
2010,"Hyundai","Hyundai i20 1.4 CRDi Magna",94500,1,21.9,1396,90,5,1,0,0,1,0,0,3.1
2013,"Maruti","Maruti Dzire VXI",34900,1,22,1197,81.8,5,0,0,0,0,0,1,5.49
2010,"Porsche","Porsche Panamera 2010 2013 4S",42400,0,8,4806,394.3,4,0,1,0,0,0,1,42.91
2015,"Maruti","Maruti Swift VDi BSIII W/ ABS",50000,1,17.8,1248,75,5,0,0,0,1,0,0,5.7
2014,"Honda","Honda Brio S MT",35000,1,19.4,1198,86.8,5,0,0,0,0,0,1,2.85
2012,"Chevrolet","Chevrolet Beat LS",37000,1,18.6,1199,79.4,5,1,0,0,0,0,1,2.35
2018,"Hyundai","Hyundai Creta 1.6 SX Plus Petrol Automatic",32807,0,13,1591,121.3,5,0,0,0,0,0,1,14.76
2008,"Honda","Honda City ZX GXi",119000,1,17.7,1497,78,5,1,0,0,0,0,1,2.25
2016,"Maruti","Maruti Ritz LXi",12000,1,18.5,1197,85.8,5,0,0,0,0,0,1,3.65
2016,"Ford","Ford EcoSport 1.5 TDCi Trend",46727,1,22.77,1498,98.59,5,0,0,0,1,0,0,7.25
2010,"BMW","BMW 3 Series 320d",73336,0,13.2,1995,170,5,0,0,0,1,0,0,10.69
2014,"Hyundai","Hyundai Verna 1.6 SX VTVT",9000,1,17.01,1591,121.3,5,1,0,0,0,0,1,5.5
2005,"Toyota","Toyota Innova 2.5 G4 Diesel 8-seater",240000,1,12.8,2494,102,8,0,0,1,1,0,0,5.1
2014,"Maruti","Maruti Wagon R LXI",25422,1,22.5,998,67.04,5,0,0,0,0,0,1,3.25
2018,"Maruti","Maruti Ertiga VDI",14000,1,25.47,1248,88.5,7,0,0,0,1,0,0,9.25
2008,"Maruti","Maruti Alto LXi BSIII",66000,1,19.7,796,46.3,5,0,0,0,0,0,1,1.7
2010,"Maruti","Maruti A-Star Vxi",55324,1,19,998,66.1,5,0,0,0,0,0,1,2.87
2009,"BMW","BMW X5 3.0d",90000,0,11,2993,235,5,0,0,0,1,0,0,17.75
2017,"Mahindra","Mahindra KUV 100 G80 K6 Plus 5Str",43000,1,18.15,1198,82,5,0,0,0,0,0,1,4.5
2008,"Hyundai","Hyundai i10 Magna AT",58483,0,19.2,1197,80,5,1,0,0,0,0,1,2.95
2007,"Honda","Honda Civic 2006-2010 1.8 S AT",93000,0,12.9,1799,130,5,1,0,0,0,0,1,2.6
2010,"Hyundai","Hyundai i10 Sportz 1.2",50000,1,20.36,1197,78.9,5,0,0,0,0,0,1,3
2014,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI Elegance AT",78616,0,14.84,2143,170,5,1,0,0,1,0,0,15.5
2011,"Toyota","Toyota Etios G",37000,1,17.6,1496,88.73,5,0,0,0,0,0,1,2.8
2010,"Honda","Honda City 1.5 E MT",54801,1,17,1497,118,5,0,0,0,0,0,1,2.5
2014,"Maruti","Maruti Swift Dzire VDI",29000,1,23.4,1248,74,5,0,0,0,1,0,0,5.75
2010,"Maruti","Maruti Swift VXI",68000,1,22,1197,81.8,5,0,0,0,0,0,1,2.8
2014,"Hyundai","Hyundai Verna 1.6 EX VTVT",58000,1,17.01,1591,121.3,5,0,0,0,0,0,1,4.59
2012,"Maruti","Maruti Ritz VDi",64290,1,23.2,1248,73.94,5,0,0,0,1,0,0,3.65
2015,"Toyota","Toyota Fortuner 4x2 Manual",31000,1,13,2982,168.5,7,0,0,0,1,0,0,19.85
2018,"Jeep","Jeep Compass 2.0 Limited",16039,1,17.1,1956,170,5,0,0,0,1,0,0,18.5
2017,"Hyundai","Hyundai i20 Asta Option 1.2",19860,1,18.6,1197,81.83,5,0,0,0,0,0,1,6.95
2012,"Tata","Tata New Safari DICOR 2.2 EX 4x4 BS IV",75391,1,13.93,2179,138,7,0,0,0,1,0,0,3.75
2008,"Maruti","Maruti Swift Dzire LDi",78000,1,19.3,1248,73.9,5,1,0,0,1,0,0,2.3
2016,"Tata","Tata Indigo eCS eLS BS IV",78000,1,25,1396,69.01,5,0,0,0,1,0,0,2.3
2016,"Maruti","Maruti Swift LDI",52000,1,28.4,1248,74,5,0,0,0,1,0,0,5.95
2016,"Maruti","Maruti Celerio VXI AT",30000,0,23.1,998,67.04,5,0,0,0,0,0,1,3.49
2016,"BMW","BMW 5 Series 2013-2017 530d M Sport",19254,0,14.69,2993,258,5,0,0,0,1,0,0,47.7
2015,"Volkswagen","Volkswagen Polo 1.2 MPI Highline",29651,1,16.47,1198,74,5,0,0,0,0,0,1,6.43
2011,"Tata","Tata Safari DICOR 2.2 LX 4x2",80000,1,13.93,2179,138.03,7,0,0,0,1,0,0,4.5
2018,"Mini","Mini Cooper S Carbon Edition",2971,0,13.6,1598,181,4,0,0,0,0,0,1,39.75
2015,"Ford","Ford Figo Petrol Titanium",21400,1,15.6,1196,70,5,0,0,0,0,0,1,4
2015,"Honda","Honda City i DTEC V",77000,1,26,1498,98.6,5,0,0,0,1,0,0,6.98
2006,"Hyundai","Hyundai Tucson CRDi",80000,1,12.6,1991,112,7,1,0,0,1,0,0,1.75
2013,"Skoda","Skoda Laura Ambiente 2.0 TDI CR MT",81755,1,20,1968,108.5,5,0,0,0,1,0,0,4.75
2016,"Toyota","Toyota Fortuner 3.0 Diesel",99593,1,11.5,2982,171,7,0,0,0,1,0,0,23.5
2014,"Hyundai","Hyundai Verna 1.6 SX",39791,1,22.32,1582,126.32,5,0,0,0,1,0,0,7.49
2015,"Mahindra","Mahindra XUV500 W6 2WD",113000,1,15.1,2179,140,7,0,0,0,1,0,0,10.85
2017,"Renault","Renault KWID RXT",24000,1,25.17,799,53.3,5,0,0,0,0,0,1,3.5
2015,"Hyundai","Hyundai i20 Asta 1.2",39000,1,18.6,1197,81.83,5,1,0,0,0,0,1,6.3
2012,"Honda","Honda City V AT",37000,0,15.6,1497,116.3,5,0,0,0,0,0,1,6.75
2017,"Ford","Ford Endeavour 3.2 Titanium AT 4X4",61108,0,10.91,3198,197,7,0,0,0,1,0,0,28.88
2016,"Skoda","Skoda Superb Elegance 1.8 TSI AT",61648,0,13.7,1798,157.75,5,0,0,0,0,0,1,14.23
2012,"BMW","BMW 3 Series 320d Sport",37000,0,22.69,1995,190,5,0,1,0,1,0,0,15
2013,"Maruti","Maruti Ritz LDi",65000,1,23.2,1248,73.94,5,0,0,0,1,0,0,3.75
2011,"Toyota","Toyota Fortuner 3.0 Diesel",148009,1,11.5,2982,171,7,1,0,0,1,0,0,12.75
2009,"Maruti","Maruti Swift Lxi BSIII",53001,1,16.1,1298,88.2,5,0,0,0,0,0,1,1.95
2018,"Tata","Tata Tigor 1.2 Revotron XT",22345,1,20.3,1199,84,5,0,0,0,0,0,1,4.95
2015,"Honda","Honda City i VTEC CVT VX",50000,0,18,1497,117.3,5,0,0,0,0,0,1,8.25
2013,"BMW","BMW 3 Series 320d",48183,0,13.2,1995,170,5,0,0,0,1,0,0,20.99
2010,"Mercedes-Benz","Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency",93000,0,14.21,2143,203,5,1,0,0,1,0,0,17.5
2015,"Maruti","Maruti Swift VDI",53500,1,28.4,1248,74,5,0,0,0,1,0,0,5.36
2014,"Maruti","Maruti Ertiga VXI",17585,1,16.02,1373,93.7,7,0,0,0,0,0,1,6.35
2011,"Hyundai","Hyundai Verna 1.6 VTVT",36226,1,17.01,1591,121.3,5,0,0,0,0,0,1,2.95
2019,"Land","Land Rover Discovery Sport TD4 HSE",25899,0,12.63,2179,147.5,5,0,0,0,1,0,0,55.7
2009,"Hyundai","Hyundai Santro Xing GL",60170,1,0,1086,62,5,0,0,0,0,0,1,1.15
2017,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI Style",11200,0,19.27,2143,167.62,5,0,0,0,1,0,0,37.5
2017,"Hyundai","Hyundai i10 Magna 1.2",49045,1,20.36,1197,78.9,5,0,0,0,0,0,1,4.07
2012,"Volkswagen","Volkswagen Polo Diesel Comfortline 1.2L",45000,1,22.07,1199,73.9,5,0,0,0,1,0,0,2.99
2017,"Maruti","Maruti Vitara Brezza VDi Option",40000,1,24.3,1248,88.5,5,0,0,0,1,0,0,7.9
2016,"Renault","Renault Duster 85PS Diesel RxL",36600,1,19.87,1461,83.8,5,0,0,0,1,0,0,7.49
2009,"Tata","Tata Indica Vista Aqua 1.3 Quadrajet",117000,1,18,1248,75,5,0,0,0,1,0,0,1.1
2016,"Mercedes-Benz","Mercedes-Benz GL-Class 350 CDI Blue Efficiency",16000,0,11.3,2987,254.8,7,0,0,0,1,0,0,56
2016,"Hyundai","Hyundai Xcent 1.2 CRDi S",50000,1,25.4,1186,73.97,5,0,0,0,1,0,0,3.5
2008,"Hyundai","Hyundai Verna CRDi SX ABS",150000,1,18.1,1493,110,5,0,0,0,1,0,0,3
2014,"Hyundai","Hyundai Verna 1.6 SX VTVT",11000,1,17.01,1591,121.3,5,0,0,0,0,0,1,6.1
2010,"Ford","Ford Figo Petrol ZXI",102016,1,15.6,1196,70,5,0,0,0,0,0,1,2.25
2016,"Maruti","Maruti Swift VDI Optional",38000,1,25.2,1248,74,5,0,0,0,1,0,0,5.95
2013,"Renault","Renault Pulse RxL",71491,1,23.08,1461,63.12,5,0,0,0,1,0,0,4.95
2015,"Volkswagen","Volkswagen Polo 1.2 MPI Highline",46354,1,16.47,1198,74,5,1,0,0,0,0,1,5.49
2019,"BMW","BMW 3 Series 320d Luxury Line",87000,0,22.69,1995,190,5,0,0,0,1,0,0,6.67
2015,"Skoda","Skoda Rapid 1.6 MPI Active",20765,1,15,1598,103.52,5,0,0,0,0,0,1,6.25
2014,"Audi","Audi Q7 3.0 TDI Quattro Premium Plus",51076,0,12.07,2967,241.4,7,0,0,0,1,0,0,34.88
2016,"Maruti","Maruti Ciaz VDi Plus",84085,1,26.21,1248,88.5,5,0,0,0,1,0,0,6.9
2014,"Honda","Honda City i DTEC VX",55000,1,25.1,1498,98.6,5,0,0,0,1,0,0,5.99
2010,"Mercedes-Benz","Mercedes-Benz E-Class 2009-2013 E350 Petrol",73000,0,10.93,3498,272,5,0,0,0,0,0,1,10.4
2012,"Audi","Audi A6 2011-2015 3.0 TDI Quattro Premium Plus",50001,0,14.57,2967,241.38,5,0,0,0,1,0,0,29
2016,"Mahindra","Mahindra Xylo H4",93166,1,14.02,2179,118.3,7,1,0,0,1,0,0,5.85
2006,"Honda","Honda City 1.5 EXI AT",99583,0,12,1493,100,5,0,1,0,0,0,1,2.21
2010,"Maruti","Maruti SX4 ZXI MT BSIV",72000,1,15.5,1586,103.3,5,0,0,0,0,0,1,2.4
2009,"Toyota","Toyota Corolla Altis G",70000,1,14.53,1798,138.1,5,0,1,0,0,0,1,3
2012,"Volkswagen","Volkswagen Vento Petrol Highline AT",61000,0,14.4,1598,103.6,5,1,0,0,0,0,1,3.75
2015,"Hyundai","Hyundai EON Era Plus",66510,1,21.1,814,55.2,5,0,0,0,0,0,1,2.95
2011,"Skoda","Skoda Laura Ambition 2.0 TDI CR MT",84062,1,20,1968,108.5,5,0,0,0,1,0,0,5.8
2012,"Maruti","Maruti Swift VDI",80799,1,22.9,1248,74,5,0,0,0,1,0,0,4.9
