"Year","Make","Name","Kilometers_Driven","Age","TransmissionManual","Fuel_econ_kmpl","Engine_cc","Power_bhp","Seats","Owner_TypeSecond","Owner_TypeThird","Owner_TypeFourth & Above","Fuel_TypeDiesel","Fuel_TypeElectric","Fuel_TypePetrol","Price_lakh"
2013,"Mahindra","Mahindra Ssangyong Rexton RX5",57000,6,1,12.83,2696,162,7,0,0,0,1,0,0,12.45
2015,"Mahindra","Mahindra XUV500 W8 2WD",39335,4,1,15.1,2179,140,7,0,0,0,1,0,0,12.63
2014,"Honda","Honda City i VTEC SV",62000,5,1,17.4,1497,117.3,5,1,0,0,0,0,1,7.75
2014,"Ford","Ford Ecosport 1.5 DV5 MT Titanium",60000,5,1,22.7,1498,89.84,5,0,0,0,1,0,0,5.5
2015,"Hyundai","Hyundai i20 Sportz 1.2",35000,4,1,18.6,1197,81.83,5,0,0,0,0,0,1,4.43
2016,"Mercedes-Benz","Mercedes-Benz CLA 200 CDI Sport",32345,3,0,17.9,2143,136,5,0,0,0,1,0,0,24.51
2014,"Hyundai","Hyundai EON Magna",47000,5,1,22,814,55,5,0,0,0,0,0,1,2.65
2011,"Toyota","Toyota Etios G Safety",36000,8,1,17.6,1496,88.7,5,0,0,0,0,0,1,3.2
2016,"Maruti","Maruti Swift Dzire Tour LDI",75000,3,1,23.4,1248,74,5,0,0,0,1,0,0,4.25
2008,"Maruti","Maruti Alto LXi",38000,11,1,19.7,796,46.3,5,0,0,0,0,0,1,1.1
2015,"Maruti","Maruti Celerio ZXI",57818,4,1,23.1,998,67.04,5,0,0,0,0,0,1,4.3
2015,"Ford","Ford Ecosport 1.5 DV5 MT Titanium Optional",45000,4,1,22.7,1498,89.84,5,0,0,0,1,0,0,8.9
2015,"Nissan","Nissan Terrano XV 110 PS Limited Edition",75055,4,1,19.01,1461,108.5,5,0,0,0,1,0,0,6.5
2009,"Honda","Honda Accord VTi-L AT",65462,10,0,11.1,2354,142,5,0,1,0,0,0,1,3.5
2008,"Maruti","Maruti Swift Ldi BSIII",76206,11,1,17.8,1248,75,5,0,0,0,1,0,0,4.25
2018,"Mahindra","Mahindra XUV500 AT W10 FWD",25948,1,0,16,2179,140,7,0,0,0,1,0,0,16.46
2016,"Honda","Honda Jazz 1.2 VX i VTEC",28500,3,1,18.7,1199,88.7,5,0,0,0,0,0,1,5.95
2015,"Honda","Honda City i VTEC V",28004,4,1,17.8,1497,117.3,5,0,0,0,0,0,1,7.1
2011,"Fiat","Fiat Grande Punto 1.2 Dynamic",25000,8,1,15.7,1172,67,5,1,0,0,0,0,1,1.25
2013,"Maruti","Maruti Ertiga ZXI",82543,6,1,16.02,1373,93.7,7,0,0,0,0,0,1,5.5
2013,"Nissan","Nissan Micra XL",30000,6,1,18.44,1198,75,5,0,0,0,0,0,1,3.25
2010,"Honda","Honda City 1.5 V MT",27800,9,1,17,1497,118,5,0,0,0,0,0,1,5
2016,"Toyota","Toyota Etios VX",33415,3,1,16.78,1496,88.73,5,0,0,0,0,0,1,6.58
2013,"BMW","BMW 3 Series 320d Luxury Line",38000,6,0,18.88,1995,184,5,0,0,0,1,0,0,19.5
2017,"Honda","Honda Jazz 1.2 SV i VTEC",41981,2,1,18.7,1199,88.7,5,0,0,0,0,0,1,6.14
2013,"Maruti","Maruti Dzire VDI",77084,6,1,28.4,1248,73.75,5,0,0,0,1,0,0,4.95
2013,"Skoda","Skoda Rapid 1.6 TDI Elegance",71803,6,1,20.5,1598,103.5,5,0,0,0,1,0,0,5.75
2013,"Mahindra","Mahindra XUV500 W6 2WD",73314,6,1,15.1,2179,140,7,0,0,0,1,0,0,6.6
2015,"Hyundai","Hyundai Grand i10 AT Asta",69053,4,0,18.9,1197,82,5,0,0,0,0,0,1,5.72
2009,"Honda","Honda City 1.5 V MT",79782,10,1,17,1497,118,5,1,0,0,0,0,1,2.6
2010,"Toyota","Toyota Innova 2.5 GX 7 STR",250000,9,1,12.8,2494,102,7,1,0,0,1,0,0,6.5
2011,"Mahindra","Mahindra XUV500 W8 2WD",90000,8,1,15.1,2179,140,7,1,0,0,1,0,0,6.1
2010,"Maruti","Maruti Swift Dzire VDi",130000,9,1,19.3,1248,73.9,5,0,0,0,1,0,0,3.85
2013,"Volkswagen","Volkswagen Vento Petrol Highline",65000,6,1,15.04,1598,103.6,5,1,0,0,0,0,1,4.5
2013,"Audi","Audi A4 2.0 TDI",76000,6,0,16.55,1968,147.51,5,1,0,0,1,0,0,18.25
2012,"Maruti","Maruti Ertiga LXI",28002,7,1,16.02,1373,93.7,7,0,0,0,0,0,1,5.75
2010,"Maruti","Maruti 800 AC",70000,9,1,16.1,796,37,4,1,0,0,0,0,1,0.9
2011,"Honda","Honda City 1.5 V MT",66276,8,1,17,1497,118,5,0,0,0,0,0,1,5.5
2014,"Maruti","Maruti Swift Dzire VXI",45000,5,1,19.1,1197,85.8,5,0,0,0,0,0,1,3.99
2014,"Toyota","Toyota Camry Hybrid",67000,5,0,19.16,2494,158.2,5,0,0,0,0,0,1,18.75
2014,"Hyundai","Hyundai Grand i10 CRDi Sportz",43068,5,1,24,1120,70,5,0,0,0,1,0,0,3.5
2016,"Toyota","Toyota Innova Crysta 2.8 GX AT 8S",40000,3,0,11.36,2755,171.5,8,0,0,0,1,0,0,16.45
2011,"Hyundai","Hyundai i10 Magna",50436,8,1,20.36,1197,78.9,5,0,0,0,0,0,1,3.65
2014,"Hyundai","Hyundai Grand i10 AT Asta",21000,5,0,18.9,1197,82,5,0,0,0,0,0,1,5.4
2018,"Maruti","Maruti Baleno Alpha Diesel",2000,1,1,27.39,1248,74,5,0,0,0,1,0,0,8.7
2016,"Skoda","Skoda Superb Style 1.8 TSI AT",14500,3,0,14.67,1798,177.46,5,0,0,0,0,0,1,20.75
2010,"Mercedes-Benz","Mercedes-Benz New C-Class 220 CDI AT",68782,9,0,14.84,2143,170,5,0,0,0,1,0,0,12.5
2011,"Maruti","Maruti Ritz VDi",35888,8,1,21.1,1248,73.9,5,0,0,0,1,0,0,1.89
2015,"Maruti","Maruti Swift Dzire Tour LDI",168205,4,1,23.4,1248,74,5,0,0,0,1,0,0,4
2012,"Honda","Honda Civic 2010-2013 1.8 V MT",47000,7,1,14.8,1799,130.2,5,0,0,0,0,0,1,3.95
2015,"Maruti","Maruti Ertiga SHVS VDI",93700,4,1,24.52,1248,88.5,7,0,0,0,1,0,0,7.85
2014,"Hyundai","Hyundai Elantra CRDi SX",45000,5,1,22.7,1582,126.24,5,0,0,0,1,0,0,7
2016,"Toyota","Toyota Fortuner 4x2 AT",55547,3,0,12.55,2982,168.5,7,0,0,0,1,0,0,24.99
2013,"Volkswagen","Volkswagen Polo GT TSI",69000,6,0,17.21,1197,103.6,5,0,0,0,0,0,1,4.5
2005,"Skoda","Skoda Octavia Classic 1.9 TDI MT",88000,14,1,18.7,1896,66,5,0,1,0,1,0,0,1.25
2014,"Volkswagen","Volkswagen Polo 1.5 TDI Trendline",32400,5,1,20.14,1498,88.8,5,0,0,0,1,0,0,3.95
2012,"Hyundai","Hyundai Santro Xing GL Plus",79000,7,1,17.92,1086,62.1,5,1,0,0,0,0,1,1.6
2004,"Hyundai","Hyundai Accent GLE",110000,15,1,13.2,1495,94,5,0,0,0,0,0,1,0.6
2014,"Hyundai","Hyundai EON D Lite Plus",45407,5,1,21.1,814,55.2,5,1,0,0,0,0,1,3.39
2011,"Toyota","Toyota Innova 2.5 V Diesel 7-seater",136490,8,1,12.8,2494,102,7,0,0,0,1,0,0,9.8
2017,"Maruti","Maruti Ignis 1.3 Zeta",19000,2,1,26.8,1248,74,5,0,0,0,1,0,0,5.91
2017,"Maruti","Maruti Ciaz Alpha",19416,2,1,21.56,1462,103.25,5,0,0,0,0,0,1,8.25
2012,"Maruti","Maruti Swift Dzire VXi",15500,7,1,17.5,1298,85.8,5,0,0,0,0,0,1,3.75
2017,"Honda","Honda City i VTEC CVT VX",12538,2,0,18,1497,117.3,5,0,0,0,0,0,1,12.5
2015,"Honda","Honda Brio S MT",44328,4,1,19.4,1198,86.8,5,0,0,0,0,0,1,3.8
2014,"Toyota","Toyota Etios Liva GD",63000,5,1,23.59,1364,67.04,5,0,0,0,1,0,0,4.35
2015,"Volvo","Volvo XC60 D5",1e+05,4,0,13.5,2400,215,5,0,0,0,1,0,0,32.5
2015,"Tata","Tata Indigo CS eGVX",103000,4,1,15.64,1193,64.08,5,0,0,0,0,0,1,3
2016,"Toyota","Toyota Innova Crysta 2.8 ZX AT",50296,3,0,11.36,2755,171.5,7,1,0,0,1,0,0,19
2013,"Volkswagen","Volkswagen Vento Diesel Highline",95500,6,1,20.54,1598,103.6,5,0,0,0,1,0,0,5
2014,"Ford","Ford Ecosport 1.5 DV5 MT Titanium",72100,5,1,22.7,1498,89.84,5,0,0,0,1,0,0,5.45
2010,"Maruti","Maruti Wagon R VXI",19119,9,1,18.9,998,67.1,5,0,0,0,0,0,1,2.7
2006,"Mercedes-Benz","Mercedes-Benz S-Class 320 L",30000,13,1,13,2987,210,5,0,0,0,0,0,1,10.75
2015,"Volkswagen","Volkswagen Polo 1.5 TDI Highline",75600,4,1,20.14,1498,88.8,5,0,0,0,1,0,0,5.8
2007,"Tata","Tata Indica GLS BS IV",137000,12,1,15.3,1193,65.3,5,1,0,0,0,0,1,0.95
2002,"Maruti","Maruti 800 Std BSIII",53500,17,1,16.1,796,37,4,1,0,0,0,0,1,0.63
2018,"Jeep","Jeep Compass 2.0 Longitude",26101,1,1,17.1,1956,170,5,0,0,0,1,0,0,17.55
2016,"Maruti","Maruti Alto K10 LXI Optional",7000,3,1,24.07,998,67.1,5,0,0,0,0,0,1,3
2013,"Skoda","Skoda Octavia Elegance 2.0 TDI AT",50000,6,0,19.3,1968,141,5,0,0,0,1,0,0,15
2016,"Maruti","Maruti Swift Dzire VDI Optional",30000,3,1,26.59,1248,74,5,0,0,0,1,0,0,6
2016,"Maruti","Maruti Ciaz VDi Plus SHVS",38151,3,1,28.09,1248,88.5,5,0,0,0,1,0,0,7.65
2009,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI CLASSIC",116000,10,1,15.8,2148,170,5,1,0,0,1,0,0,8.5
2013,"Ford","Ford Figo Diesel ZXI",22000,6,1,20,1399,68,5,0,0,0,1,0,0,2.25
2010,"Toyota","Toyota Corolla Altis VL",60000,9,0,14.53,1798,138.1,5,1,0,0,0,0,1,4.65
2016,"Maruti","Maruti SX4 S Cross DDiS 320 Zeta",38000,3,1,22.7,1598,118,5,0,0,0,1,0,0,7.85
2011,"Ford","Ford Figo Petrol ZXI",51928,8,1,15.6,1196,70,5,0,0,0,0,0,1,3.46
2018,"Honda","Honda Jazz Exclusive CVT",3000,1,0,19,1199,88.7,5,0,0,0,0,0,1,8.25
2006,"Maruti","Maruti Zen LXi - BS III",67196,13,1,17.3,993,60,5,0,0,0,0,0,1,1.25
2012,"Toyota","Toyota Fortuner 3.0 Diesel",1e+05,7,1,11.5,2982,171,7,0,1,0,1,0,0,16
2015,"Maruti","Maruti Ciaz ZDi Plus",65218,4,1,26.21,1248,88.5,5,0,0,0,1,0,0,7.4
2016,"Renault","Renault KWID RXT",53886,3,1,25.17,799,53.3,5,0,0,0,0,0,1,3.07
2011,"Hyundai","Hyundai i10 Magna AT",50058,8,0,19.2,1197,80,5,0,0,0,0,0,1,3.84
2016,"Maruti","Maruti Celerio ZXI AT Optional",64000,3,0,23.1,998,67.04,5,0,0,0,0,0,1,4.2
2018,"Hyundai","Hyundai Creta 1.4 E Plus Diesel",41641,1,1,21.38,1396,88.7,5,0,0,0,1,0,0,10.82
2016,"Honda","Honda Jazz 1.5 SV i DTEC",44345,3,1,27.3,1498,98.6,5,0,0,0,1,0,0,6.1
2011,"Honda","Honda City 1.5 S MT",45501,8,1,17,1497,118,5,0,0,0,0,0,1,3.1
2001,"Mitsubishi","Mitsubishi Lancer 1.5 SFXi",104000,18,1,13.7,1468,85.8,5,0,1,0,0,0,1,1
2012,"Nissan","Nissan Sunny XE P",50297,7,1,16.95,1498,97.6,5,0,0,0,0,0,1,4.69
2011,"Honda","Honda Accord 2.4 AT",87000,8,0,11.7,2354,177.6,5,0,0,0,0,0,1,5.4
2016,"Mahindra","Mahindra XUV500 W8 2WD",120000,3,1,15.1,2179,140,7,0,0,0,1,0,0,12
2018,"Hyundai","Hyundai i20 1.2 Magna Executive",17000,1,1,18.6,1197,81.83,5,0,0,0,0,0,1,6.5
2014,"Nissan","Nissan Micra Diesel XL",1e+05,5,1,23.08,1461,63.1,5,0,0,0,1,0,0,3
2015,"Maruti","Maruti Ciaz AT ZXi",50979,4,0,19.12,1373,91.1,5,0,0,0,0,0,1,6.9
2011,"Volkswagen","Volkswagen Vento Diesel Trendline",41000,8,1,20.54,1598,103.6,5,0,0,0,1,0,0,4
2011,"Hyundai","Hyundai i20 Asta",24000,8,1,17,1197,80,5,0,0,0,0,0,1,4.25
2008,"Toyota","Toyota Corolla Altis G",44738,11,1,14.53,1798,138.1,5,0,0,0,0,0,1,5.1
2014,"Honda","Honda City i DTEC VX",37298,5,1,25.1,1498,98.6,5,0,0,0,1,0,0,4.9
2014,"Maruti","Maruti Swift VXI BSIV",42000,5,1,20.4,1197,81.8,5,1,0,0,0,0,1,3.6
2016,"Mercedes-Benz","Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance",45000,3,0,14.21,2143,203,5,0,0,0,1,0,0,34
2015,"Toyota","Toyota Innova 2.5 G (Diesel) 7 Seater",102000,4,1,12.99,2494,100.6,7,0,0,0,1,0,0,8.25
2011,"Maruti","Maruti Swift Lxi BSIII",70000,8,1,16.1,1298,88.2,5,0,0,0,0,0,1,1.3
2018,"Mercedes-Benz","Mercedes-Benz New C-Class C 220d Avantgarde Edition C",27467,1,0,19.27,2143,167.62,5,0,0,0,1,0,0,39.05
2015,"Hyundai","Hyundai Grand i10 Asta",15305,4,1,18.9,1197,82,5,0,0,0,0,0,1,3.75
2010,"Maruti","Maruti Wagon R LXI BS IV",70000,9,1,18.9,998,67.1,5,0,0,0,0,0,1,2.1
2016,"Ford","Ford EcoSport 1.5 TDCi Titanium",36778,3,1,22.77,1498,98.59,5,0,0,0,1,0,0,8.8
2015,"Volkswagen","Volkswagen Polo 1.2 MPI Comfortline",25845,4,1,16.47,1198,74,5,0,0,0,0,0,1,5.84
2018,"Hyundai","Hyundai Verna 1.6 VTVT AT SX",33858,1,0,17.01,1591,121.3,5,0,0,0,0,0,1,9.03
2017,"Renault","Renault KWID AMT RXL",12000,2,0,24.04,999,67,5,1,0,0,0,0,1,3.25
2013,"Honda","Honda Brio S Option AT",33709,6,0,16.5,1198,86.8,5,0,0,0,0,0,1,4.9
2018,"Ford","Ford Figo Aspire 1.2 Ti-VCT Titanium",32709,1,1,18.16,1196,86.8,5,0,0,0,0,0,1,6.46
2014,"Toyota","Toyota Fortuner 3.0 Diesel",72000,5,1,11.5,2982,171,7,1,0,0,1,0,0,18.5
2013,"Tata","Tata Indigo eCS eLX BS IV",31000,6,1,25,1396,69.01,5,0,0,0,1,0,0,2.7
2016,"Ford","Ford Figo 2015-2019 1.5D Ambiente MT",70000,3,1,25.83,1498,99,5,0,0,0,1,0,0,4.6
2014,"Maruti","Maruti Swift Dzire VDI",61000,5,1,23.4,1248,74,5,0,0,0,1,0,0,5.35
2011,"Nissan","Nissan Micra Diesel XV Primo",72000,8,1,23.08,1461,63.1,5,0,0,0,1,0,0,2.3
2016,"Skoda","Skoda Octavia Style Plus 2.0 TDI AT",49000,3,0,19.3,1968,141,5,0,0,0,1,0,0,15.45
2014,"Volkswagen","Volkswagen Jetta 2013-2015 2.0L TDI Highline AT",42939,5,0,16.96,1968,138.03,5,0,0,0,1,0,0,12.49
2016,"Audi","Audi Q7 35 TDI Quattro Technology",32545,3,0,12.07,2967,241.4,7,0,0,0,1,0,0,48.76
2011,"Hyundai","Hyundai i20 1.2 Sportz",54000,8,1,17,1197,80,5,0,0,0,0,0,1,3.2
2012,"BMW","BMW 3 Series 320d Corporate Edition",76000,7,0,16.07,1995,181,4,0,0,0,1,0,0,8.75
2015,"Hyundai","Hyundai i20 Active 1.4 SX Dual Tone",27000,4,1,21.19,1396,88.73,5,0,0,0,1,0,0,5.99
2005,"Mahindra","Mahindra Scorpio 2.6 DX",120000,14,1,12.7,2609,116.6,8,1,0,0,1,0,0,2.9
2011,"Ford","Ford Figo Diesel EXI",37000,8,1,20,1399,68.05,5,0,0,0,1,0,0,1.8
2012,"Honda","Honda Accord 2.4 Inspire M/T",42000,7,1,9.8,2354,180,5,0,0,0,0,0,1,6.25
2013,"Hyundai","Hyundai i20 Sportz 1.4 CRDi",60000,6,1,21.9,1396,88.76,5,0,0,0,1,0,0,5.45
2018,"Jaguar","Jaguar XF 2.2 Litre Luxury",3000,1,0,16.36,2179,187.7,5,0,0,0,1,0,0,52.5
2013,"Hyundai","Hyundai Verna 1.6 SX VTVT (O) AT",44000,6,0,17.1,1591,121.4,5,0,0,0,0,0,1,5.6
2014,"Honda","Honda City i VTEC VX Option",37000,5,1,17.4,1497,117.3,5,0,0,0,0,0,1,6.45
2012,"Hyundai","Hyundai i20 Asta Optional with Sunroof 1.2",50000,7,1,18.5,1197,82.85,5,0,0,0,0,0,1,3.7
2013,"Honda","Honda Brio S MT",58581,6,1,19.4,1198,86.8,5,0,0,0,0,0,1,3.49
2013,"Hyundai","Hyundai i20 Sportz 1.4 CRDi",25500,6,1,21.9,1396,88.76,5,0,0,0,1,0,0,3.55
2017,"Maruti","Maruti Grand Vitara 2.4 MT",25000,2,1,10.4,2393,163.5,5,0,0,0,0,0,1,9
2011,"Maruti","Maruti A-Star Vxi",53766,8,1,19,998,66.1,5,0,0,0,0,0,1,2.7
2011,"Fiat","Fiat Punto 1.3 Emotion",45271,8,1,20.3,1497,98.6,5,0,0,0,1,0,0,2.6
2006,"Maruti","Maruti Alto LXi",68000,13,1,19.7,796,46.3,5,0,0,0,0,0,1,1.5
2017,"Mahindra","Mahindra XUV500 W10 2WD",40000,2,1,16,2179,140,7,0,0,0,1,0,0,15.9
2013,"Maruti","Maruti Swift RS VDI",73212,6,1,22.9,1248,74,5,0,0,0,1,0,0,5.2
2014,"BMW","BMW X1 sDrive20d",69000,5,0,17.05,1995,184,5,0,0,0,1,0,0,16.25
2007,"Volkswagen","Volkswagen Passat 2.0 PD DSG",61932,12,0,14.3,1968,140,5,1,0,0,1,0,0,3.31
2012,"BMW","BMW X3 xDrive20d",52000,7,0,16.09,1995,184,5,0,0,0,1,0,0,24
2011,"Maruti","Maruti Ritz VXi",150000,8,1,18.5,1197,85.8,5,0,0,0,0,0,1,2.5
2013,"Hyundai","Hyundai i20 Sportz 1.4 CRDi",70933,6,1,21.9,1396,88.76,5,1,0,0,1,0,0,3.9
2013,"Maruti","Maruti Swift VDI BSIV",115195,6,1,25.2,1248,74,5,0,0,0,1,0,0,3.85
2011,"Mercedes-Benz","Mercedes-Benz New C-Class 200 Kompressor",62148,8,1,11.7,1796,178,5,0,0,0,0,0,1,8.8
2009,"Toyota","Toyota Corolla Altis 1.8 GL",32000,10,1,14.28,1798,138.03,5,1,0,0,0,0,1,4.95
2014,"Hyundai","Hyundai Verna 1.6 SX CRDi (O)",58000,5,1,22.32,1582,126.32,5,0,0,0,1,0,0,5.75
2014,"Renault","Renault Duster 110PS Diesel RxZ",68598,5,1,19.01,1461,108.45,5,0,0,0,1,0,0,6.17
2010,"Maruti","Maruti Swift Ldi BSIII",84072,9,1,17.8,1248,75,5,0,0,0,1,0,0,3.45
2016,"Maruti","Maruti Alto K10 VXI",51264,3,1,24.07,998,67.1,5,0,0,0,0,0,1,3.2
2017,"Hyundai","Hyundai Creta 1.6 SX Plus Petrol Automatic",21363,2,0,13,1591,121.3,5,0,0,0,0,0,1,13.49
2016,"Mercedes-Benz","Mercedes-Benz CLA 200 CGI Sport",40000,3,0,15.04,1991,183,5,0,0,0,0,0,1,24.5
2015,"Honda","Honda CR-V 2.4 4WD AT",35000,4,0,10.1,2354,152,5,0,0,0,0,0,1,14.7
2014,"Ford","Ford Ecosport 1.5 DV5 MT Trend",55000,5,1,22.7,1498,89.84,5,0,0,0,1,0,0,6
2016,"Mercedes-Benz","Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde",43252,3,0,13,2143,204,5,0,0,0,1,0,0,34.18
2014,"Hyundai","Hyundai Grand i10 CRDi Magna",42000,5,1,24,1120,70,5,0,0,0,1,0,0,3.5
2006,"Ford","Ford Fiesta 1.4 Duratec ZXI",69000,13,1,16.6,1388,68,5,0,0,0,0,0,1,2.15
2018,"Hyundai","Hyundai Creta 1.6 SX Automatic Diesel",14000,1,0,17.6,1582,126.2,5,0,0,0,1,0,0,11.25
2010,"Maruti","Maruti A-Star Lxi",70000,9,1,19,998,66.1,5,0,0,0,0,0,1,2
2015,"Maruti","Maruti Ritz LDi",35314,4,1,23.2,1248,73.94,5,0,0,0,1,0,0,4.27
2017,"Honda","Honda City i VTEC SV",38691,2,1,17.8,1497,117.3,5,0,0,0,0,0,1,7.68
2017,"Toyota","Toyota Innova 2.5 GX (Diesel) 7 Seater",72717,2,1,12.99,2494,100.6,7,0,0,0,1,0,0,14.52
2011,"Mercedes-Benz","Mercedes-Benz R-Class R350 4Matic Long",82000,8,0,11.8,3498,272,7,1,0,0,0,0,1,16.85
2015,"Skoda","Skoda Rapid 1.5 TDI Elegance",44000,4,1,21.14,1498,103.52,5,0,0,0,1,0,0,5.75
2017,"Ford","Ford Ecosport 1.5 Ti VCT MT Titanium",27000,2,1,15.8,1499,110,5,0,0,0,0,0,1,8.3
2014,"Maruti","Maruti Celerio VXI AT",18500,5,0,23.1,998,67.04,5,0,0,0,0,0,1,3.95
2014,"Volkswagen","Volkswagen Vento Petrol Highline",45000,5,1,15.04,1598,103.6,5,0,0,0,0,0,1,4.8
2011,"Volvo","Volvo XC60 D5",173000,8,0,13.5,2400,215,5,0,0,0,1,0,0,12
2017,"Toyota","Toyota Etios Cross 1.4 GD",42000,2,1,23.59,1364,67.04,5,0,0,0,1,0,0,6.25
2012,"Tata","Tata Indica Vista TDI LX",90000,7,1,19.4,1405,70,5,0,0,0,1,0,0,2.5
2014,"Honda","Honda City i VTEC CVT VX",82329,5,0,18,1497,117.3,5,0,0,0,0,0,1,7.5
2010,"Honda","Honda City 1.5 V MT",80302,9,1,17,1497,118,5,0,0,0,0,0,1,3.5
2005,"Skoda","Skoda Octavia Rider Classic 1.9 TDI",105000,14,1,18.7,1896,66,5,0,0,0,1,0,0,1.99
2009,"Toyota","Toyota Corolla 1.8 J",60000,10,1,14.53,1798,138,5,0,0,0,0,0,1,2.25
2014,"Toyota","Toyota Etios G",70000,5,1,16.78,1496,88.73,5,0,0,0,0,0,1,3.25
2016,"BMW","BMW X1 sDrive20d",45000,3,0,17.05,1995,184,5,0,0,0,1,0,0,28.5
2006,"Honda","Honda City ZX CVT",44000,13,0,16.4,1497,78,5,0,0,0,0,0,1,1.5
2017,"Hyundai","Hyundai i20 Sportz 1.4 CRDi",25500,2,1,22.54,1396,88.73,5,0,0,0,1,0,0,7
2014,"Mercedes-Benz","Mercedes-Benz E-Class E350 CDI",68000,5,0,13,2987,261.5,5,0,0,0,1,0,0,27.5
2015,"Hyundai","Hyundai Creta 1.6 CRDi SX Option",61786,4,1,19.67,1582,126.2,5,0,0,0,1,0,0,10.5
2014,"Audi","Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus",65000,5,0,15.73,1968,174.33,5,1,0,0,1,0,0,21.5
2016,"Land","Land Rover Discovery Sport TD4 HSE",77000,3,0,12.63,2179,147.5,5,0,0,0,1,0,0,35
2015,"Skoda","Skoda Rapid 1.5 TDI AT Elegance Plus",34000,4,0,21.66,1498,103.52,5,0,0,0,1,0,0,7.99
2015,"Maruti","Maruti Celerio VXI AT",59751,4,0,23.1,998,67.04,5,0,0,0,0,0,1,4.88
2013,"Audi","Audi RS5 Coupe",23312,6,0,11.05,2894,444,4,0,0,0,0,0,1,40.5
2015,"Maruti","Maruti Ciaz ZXi Plus",30000,4,1,20.73,1373,91.1,5,0,0,0,0,0,1,6.55
2015,"Audi","Audi Q5 2.0 TDI Premium Plus",60146,4,0,14.16,1968,174.3,5,0,0,0,1,0,0,29.64
2013,"Ford","Ford Figo Diesel Titanium",44731,6,1,20,1399,68,5,1,0,0,1,0,0,4.34
2014,"Ford","Ford Ecosport 1.0 Ecoboost Titanium",43316,5,1,18.88,999,123.37,5,0,0,0,0,0,1,6.22
2009,"Honda","Honda City 1.5 S MT",92000,10,1,17,1497,118,5,1,0,0,0,0,1,2.25
2015,"Jaguar","Jaguar XF 2.2 Litre Luxury",50000,4,0,16.36,2179,187.7,5,0,0,0,1,0,0,38
2008,"Maruti","Maruti Swift VXI BSIV",69000,11,1,20.4,1197,81.8,5,1,0,0,0,0,1,2.15
2014,"BMW","BMW 5 Series 520d Luxury Line",60280,5,0,22.48,1995,190,5,0,0,0,1,0,0,22.45
2017,"Mercedes-Benz","Mercedes-Benz B Class B200 CDI",48161,2,0,15,2143,107.3,5,0,0,0,1,0,0,20.87
2013,"Honda","Honda Brio S MT",41000,6,1,19.4,1198,86.8,5,0,0,0,0,0,1,3.1
2016,"Hyundai","Hyundai i20 Sportz 1.2",6000,3,1,18.6,1197,81.83,5,0,0,0,0,0,1,5.95
2006,"Tata","Tata Indica V2 DLG TC",133000,13,1,16.8,1405,68,5,1,0,0,1,0,0,0.86
2010,"Toyota","Toyota Fortuner 3.0 Diesel",76000,9,1,11.5,2982,171,7,0,0,0,1,0,0,9.25
2011,"Hyundai","Hyundai i10 Sportz 1.1L",15590,8,1,19.81,1086,68.05,5,0,0,0,0,0,1,2.25
2016,"Hyundai","Hyundai i20 1.2 Sportz Option",69681,3,1,17,1197,80,5,0,0,0,0,0,1,6.13
2014,"Honda","Honda Amaze S AT i-Vtech",49112,5,0,15.5,1198,86.7,5,1,0,0,0,0,1,3.79
2017,"Land","Land Rover Range Rover 3.0 Diesel LWB Vogue",25000,2,0,13.33,2993,255,5,0,0,0,1,0,0,160
2013,"Hyundai","Hyundai i10 Sportz 1.2 AT",15200,6,0,16.95,1197,78.9,5,1,0,0,0,0,1,3.85
2013,"Volkswagen","Volkswagen Polo Diesel Trendline 1.2L",86300,6,1,22.07,1199,73.9,5,0,0,0,1,0,0,4.5
2018,"Maruti","Maruti Baleno RS Petrol",26731,1,1,21.1,998,100,5,0,0,0,0,0,1,8.61
2016,"Hyundai","Hyundai i20 Sportz 1.4 CRDi",74000,3,1,21.9,1396,88.76,5,0,0,0,1,0,0,6.5
2005,"Toyota","Toyota Corolla H4",83929,14,0,11.3,1794,125,5,0,0,0,0,0,1,2.6
2015,"Toyota","Toyota Innova 2.5 VX (Diesel) 7 Seater",65000,4,1,12.99,2494,100.6,7,0,0,0,1,0,0,15
2017,"Maruti","Maruti Celerio VXI AT Optional",20000,2,0,23.1,998,67.04,5,0,0,0,0,0,1,4.7
2015,"Skoda","Skoda Octavia Elegance 2.0 TDI AT",122086,4,0,19.3,1968,141,5,0,0,0,1,0,0,12.99
2018,"Honda","Honda Mobilio S i VTEC",35442,1,1,17.3,1497,117.3,7,0,0,0,0,0,1,7.32
2015,"Hyundai","Hyundai Verna 1.6 CRDi SX",62542,4,1,23.9,1582,126.2,5,1,0,0,1,0,0,6.5
2012,"Honda","Honda City 1.5 S MT",26671,7,1,17,1497,118,5,1,0,0,0,0,1,5.67
2014,"Ford","Ford Classic 1.4 Duratorq Titanium",83500,5,1,19.68,1399,67,5,1,0,0,1,0,0,3
2015,"Maruti","Maruti Ciaz ZDi",46166,4,1,26.21,1248,88.5,5,1,0,0,1,0,0,5.5
